Url,Command,Arguments
http://opensees.berkeley.edu/wiki/index.php/Steel4_Material,Steel4,uniaxialMaterial Steel4 $matTag $f_y $E_0 < -asym > < -kin $b_k $R_0 $r_1 $r_2 < $b_kc $R_0c $r_1c $r_2c > > < -iso $b_i $rho_i $b_l $R_i $l_yp  < $b_ic  $rho_ic $b_lc $R_ic> > < -ult $f_u $R_u < $f_uc $R_uc > > < -init $sig_init > < -mem $cycNum >
http://opensees.berkeley.edu/wiki/index.php/User_talk:Kkolozvari,SteelMPF,uniaxialMaterial SteelMPF $mattag  $fyp  $fyn  $E0  $bp  $bn   $R0  $a1  $a2  <$a3  $a4>
http://opensees.berkeley.edu/wiki/index.php/SteelMPF_-_Menegotto_and_Pinto_(1973)_Model_Extended_by_Filippou_et_al._(1983),SteelMPF,uniaxialMaterial SteelMPF $mattag  $fyp  $fyn  $E0  $bp  $bn   $R0  $cR1  $cR2  <$a1 $a2 $a3  $a4>
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,SteelZ01,uniaxialMaterial SteelZ01 tag? fy? E0? fpc? rou? <ac?> <rc?>
http://opensees.berkeley.edu/wiki/index.php/Layer_Command,straight,layer straight $matTag $numFiber $areaFiber $yStart $zStart $yEnd $zEnd
http://opensees.berkeley.edu/wiki/index.php/Stress_Density_Material,StressDensityModel,nDMaterial StressDensityModel $matTag $mDen $eNot $A $n $nu $a1 $b1 $a2 $b2 $a3 $b3 $fd $muNot $muCyc $sc $M $patm <$ssl1 $ssl2 $ssl3 $ssl4 $ssl5 $ssl6 $ssl7 $ssl8 $ssl9 $ssl10 $hsl $p1 $p2 $p3 $p4 $p5 $p6 $p7 $p8 $p9 $p10>
http://opensees.berkeley.edu/wiki/index.php/SurfaceLoad_Element,SurfaceLoad,element SurfaceLoad $eleTag $iNode $jNode $kNode $lNode $p
http://opensees.berkeley.edu/wiki/index.php/Plane_Stress_Concrete_Materials,TendonL01,uniaxialMaterial TendonL01 tag? fpy? Eps? fpc? rou? epsp? <ac?> <rc?>
http://opensees.berkeley.edu/wiki/index.php/Triple_Friction_Pendulum_Bearing_Element,TFP,element TFP $eleTag $iNode $jNode $R1 $R2 $R3 $R4 $D1 $D2 $D3 $D4 $d1 $d2 $d3 $d4 $mu1 $mu2 $mu3 $mu4 $h1 $h2 $h3 $h4 $H0 $colLoad <$K>
http://opensees.berkeley.edu/wiki/index.php/Transformation_Method,Transformation,constraints Transformation
http://opensees.berkeley.edu/wiki/index.php/TRBDF2,TRBDF2,integrator TRBDF2
http://opensees.berkeley.edu/wiki/index.php/Tri31_Element,tri31,element tri31 $eleTag $iNode $jNode $kNode $thick $type $matTag <$pressure $rho $b1 $b2>
http://opensees.berkeley.edu/wiki/index.php/Triangular_TimeSeries,Triangle,timeSeries Triangle $tag $tStart $tEnd $period <-shift $shift> <-factor $cFactor>
http://opensees.berkeley.edu/wiki/index.php/Trigonometric_TimeSeries,Trig,timeSeries Trig $tag $tStart $tEnd $period <-factor $cFactor> <-shift $shift>
http://opensees.berkeley.edu/wiki/index.php/Triple_Friction_Pendulum_Element,TripleFrictionPendulum,element TripleFrictionPendulum $eleTag $iNode $jNode $frnTag1 $frnTag2 $frnTag3 $vertMatTag $rotZMatTag $rotXMatTag $rotYMatTag $L1 $L2 $L3 $d1 $d2 $d3 $W $uy $kvt $minFv $tol
http://opensees.berkeley.edu/wiki/index.php/Truss_Element,truss,element truss $eleTag $iNode $jNode $A $matTag <-rho $rho> <-cMass $cFlag> <-doRayleigh $rFlag>
http://opensees.berkeley.edu/wiki/index.php/Truss_Element,trussSection,element trussSection $eleTag $iNode $jNode $secTag <-rho $rho> <-cMass $cFlag> <-doRayleigh $rFlag>
http://opensees.berkeley.edu/wiki/index.php/Two_Node_Link_Element,twoNodeLink,element twoNodeLink $eleTag $iNode $jNode -mat $matTags -dir $dirs <-orient <$x1 $x2 $x3> $y1 $y2 $y3> <-pDelta (4 $Mratio)> <-shearDist (2 $sDratios)> <-doRayleigh> <-mass $m>
http://opensees.berkeley.edu/wiki/index.php/TzLiq1_Material,TzLiq1,uniaxialMaterial TzLiq1 $matTag $tzType $tult $z50 $c $ele1 $ele2
http://opensees.berkeley.edu/wiki/index.php/TzLiq1_Material,TzLiq1,uniaxialMaterial TzLiq1 $matTag $tzType $tult $z50 $c -timeSeries $seriesTag
http://opensees.berkeley.edu/wiki/index.php/TzSimple1_Material,TzSimple1,uniaxialMaterial TzSimple1 $matTag $tzType $tult $z50 <$c>
http://opensees.berkeley.edu/wiki/index.php/UmfPack_SOE,UmfPack,system UmfPack <-lvalueFact $LVALUE>
http://opensees.berkeley.edu/wiki/index.php/Uniaxial_Section,Uniaxial,section Uniaxial $secTag $matTag $quantity
http://opensees.berkeley.edu/wiki/index.php/Uniform_Excitation_Pattern,UniformExcitation,pattern UniformExcitation $patternTag $dir -accel $tsTag <-vel0 $vel0> <-fact $cFactor>
http://opensees.berkeley.edu/wiki/index.php/Velocity_Dependent_Friction,VelDependent,frictionModel VelDependent $frnTag $muSlow $muFast $transRate
http://opensees.berkeley.edu/wiki/index.php/Multi-Linear_Velocity_Dependent_Friction,VelDepMultiLinear,frictionModel VelDepMultiLinear $frnTag -vel $velocityPoints -frn $frictionPoints
http://opensees.berkeley.edu/wiki/index.php/Velocity_and_Normal_Force_Dependent_Friction,VelNormalFrcDep,frictionModel VelNormalFrcDep $frnTag $aSlow $nSlow $aFast $nFast $alpha0 $alpha1 $alpha2 $maxMuFact
http://opensees.berkeley.edu/wiki/index.php/Velocity_and_Pressure_Dependent_Friction,VelPressureDep,frictionModel VelPressureDep $frnTag $muSlow $muFast0 $A $deltaMu $alpha $transRate
http://opensees.berkeley.edu/wiki/index.php/Viscous_Material,Viscous,uniaxialMaterial Viscous $matTag $C $alpha
http://opensees.berkeley.edu/wiki/index.php/Maxwell_Material,ViscousDamper,uniaxialMaterial ViscousDamper  $matTag  $K $Cd $alpha <$LGap> < $NM $RelTol $AbsTol $MaxHalf> 
http://opensees.berkeley.edu/wiki/index.php/ViscousDamper_Material,ViscousDamper,uniaxialMaterial ViscousDamper  $matTag  $K $Cd $alpha <$LGap> < $NM $RelTol $AbsTol $MaxHalf> 
http://opensees.berkeley.edu/wiki/index.php/VS3D4,VS3D4,element VS3D4 $eleTag $node1 $node2 $node3 $node4 $E $G $rho $R $alphaN $alphaT
http://opensees.berkeley.edu/wiki/index.php/Wide_Flange_Section,WFSection2d,section WFSection2d $secTag $matTag $d $tw $bf $tf $Nfw $Nff
http://opensees.berkeley.edu/wiki/index.php/YamamotoBiaxialHDR_Element,YamamotoBiaxialHDR,element YamamotoBiaxialHDR $eleTag $iNode $jNode $Tp $DDo $DDi $Hr <-coRS $cr $cs> <-orient <$x1 $x2 $x3> $y1 $y2 $y3> <-mass $m>
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthContactNTS2D,zeroLengtContactNTS2Dh,element zeroLengtContactNTS2Dh $eleTag -sNdNum $sNdNum -mNdNum $mNdNum -Nodes $Nodes $Kn $kt $phi
http://opensees.berkeley.edu/wiki/index.php/ZeroLength_Element,zeroLength,element zeroLength $eleTag $iNode $jNode -mat $matTag1 $matTag2 ... -dir $dir1 $dir2 ...<-doRayleigh $rFlag> <-orient $x1 $x2 $x3 $yp1 $yp2 $yp3>
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthContact_Element,zeroLengthContact2D,element zeroLengthContact2D $eleTag $sNode $mNode $Kn $Kt $mu -normal $Nx $Ny
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthContact_Element,zeroLengthContact3D,element zeroLengthContact3D $eleTag $sNode $mNode $Kn $Kt $mu $c $dir
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthImpact3D,zeroLengthImpact3D,element zeroLengthImpact3D $tag $slaveNode $masterNode $direction $initGap $frictionRatio $Kt $Kn $Kn2 $Delta_y $cohesion
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthInterface2D,zeroLengthInterface2D,element zeroLengthInterface2D $eleTag -sNdNum $sNdNum -mNdNum $mNdNum –dof $sdof $mdof -Nodes $Nodes $Kn $Kt $phi
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthND_Element,zeroLengthND,element zeroLengthND $eleTag $iNode $jNode $matTag <$uniTag> <-orient $x1 $x2 $x3 $yp1 $yp2 $yp3>
http://opensees.berkeley.edu/wiki/index.php/ZeroLengthSection_Element,zeroLengthSection,element zeroLengthSection $eleTag $iNode $jNode $secTag <-orient $x1 $x2 $x3 $yp1 $yp2 $yp3> <-doRayleigh $rFlag>
